Function: Griewank
GlobalParam[14]: -3.508101309338151e-8
GlobalParam[15]: 1.5825639230802843e-7
GlobalParam[16]: -1.5008897002038662e-6
GlobalParam[17]: -6.306708766866094e-7
GlobalParam[18]: 3.903690750845389e-7
GlobalParam[19]: 3.1805972352881376e-7
GlobalParam[20]: 3.7080010847797464e-7
GlobalParam[21]: 1.7167774620873003e-7
GlobalParam[22]: -1.9520629420517352e-8
GlobalParam[23]: -7.577838637918854e-7
GlobalParam[24]: -6.971558562446608e-7
GlobalParam[25]: -1.841348440589961e-7
GlobalParam[26]: -3.9694857555672943e-7
GlobalParam[27]: -4.2200873078325587e-7
GlobalParam[28]: 3.3795619104047885e-7
GlobalParam[29]: 8.230822652757308e-7
GlobalParam[30]: 2.2167356439590972e-7
21.run 1.0000000000000022
GlobalParam[1]: -1.370245402360754e-6
GlobalParam[2]: -1.163459369599492e-6
GlobalParam[3]: 1.3225723892105065e-6
GlobalParam[4]: -9.643006362730957e-8
GlobalParam[5]: 6.555812385721155e-7
GlobalParam[6]: 3.784512037774934e-8
GlobalParam[7]: -5.369330091320254e-7
GlobalParam[8]: -5.468216298347531e-7
GlobalParam[9]: -1.5974286439394103e-7
GlobalParam[10]: 1.4783599388934277e-7
GlobalParam[11]: -2.027820612180458e-7
GlobalParam[12]: -1.2335052181333113e-7
GlobalParam[13]: 1.1887026371136586e-8
GlobalParam[14]: 3.0180907701956224e-7
GlobalParam[15]: 1.319116647309963e-6
GlobalParam[16]: -4.3000688339942494e-8
GlobalParam[17]: -3.599551877884993e-7
GlobalParam[18]: 1.3162271125867002e-6
GlobalParam[19]: -6.327713669415658e-8
GlobalParam[20]: 5.536863667482902e-7
GlobalParam[21]: 2.9862139340634794e-7
GlobalParam[22]: 1.2436068833241596e-6
GlobalParam[23]: -4.330435054444822e-6
GlobalParam[24]: -9.583288754100923e-8
GlobalParam[25]: -3.069659385951083e-7
GlobalParam[26]: 2.7169284895012594e-7
GlobalParam[27]: 1.0487663779833056e-6
GlobalParam[28]: -1.1375399962488019e-6
GlobalParam[29]: -9.572837374454185e-8
GlobalParam[30]: 1.7036837714496728e-6
22.run 1.000000000000009
GlobalParam[1]: 4.6540325361769144e-7
GlobalParam[2]: -1.764012696039146e-6
GlobalParam[3]: -2.1476918773189065e-7
GlobalParam[4]: 1.119138930246991e-7
GlobalParam[5]: 7.960613115956582e-8
GlobalParam[6]: 2.645412207387582e-7
GlobalParam[7]: -1.8642730771466952e-7
GlobalParam[8]: 1.5406996318376668e-7
GlobalParam[9]: -1.7711694962971345e-7
GlobalParam[10]: 1.8119872588802615e-7
GlobalParam[11]: -2.8848077397848865e-7
GlobalParam[12]: 1.2179871837888623e-6
GlobalParam[13]: 2.1367311613731363e-7
GlobalParam[14]: 2.4415348256251474e-7
GlobalParam[15]: 1.9211626458809715e-7
GlobalParam[16]: 1.877273065637903e-7
GlobalParam[17]: 1.8169054871193618e-7
GlobalParam[18]: 1.085791680243733e-6
GlobalParam[19]: 3.344610730272114e-8
GlobalParam[20]: 3.7720498177472845e-7
GlobalParam[21]: -2.7693826521480956e-7
GlobalParam[22]: 2.2201748055986858e-6
GlobalParam[23]: -3.3553392987505507e-7
GlobalParam[24]: 5.362641224390387e-7
GlobalParam[25]: -5.402113570765455e-7
GlobalParam[26]: 7.182458887503134e-9
GlobalParam[27]: -1.8002198126446577e-6
GlobalParam[28]: -5.971202776505628e-7
GlobalParam[29]: 1.5574065432095613e-6
GlobalParam[30]: -2.6853134050203243e-7
23.run 1.0000000000000047
GlobalParam[1]: 4.596822018332593e-7
GlobalParam[2]: -3.5280089058136687e-7
GlobalParam[3]: -1.2936210282901692e-7
GlobalParam[4]: -7.461942403173121e-7
GlobalParam[5]: 2.5658075890783645e-7
GlobalParam[6]: -4.248582559227461e-6
GlobalParam[7]: -1.0254366326438088e-6
GlobalParam[8]: 1.5924451566686704e-7
GlobalParam[9]: -5.711785226832544e-7
GlobalParam[10]: -1.099513001379925e-6
GlobalParam[11]: -4.0196524774439326e-7
GlobalParam[12]: 2.885137325545392e-6
GlobalParam[13]: 9.578426729294664e-7
GlobalParam[14]: 1.9563309355521555e-7
GlobalParam[15]: -9.80011822346271e-7
GlobalParam[16]: -3.870718534074861e-7
GlobalParam[17]: 3.8987861001683264e-7
GlobalParam[18]: -3.261219976312797e-7
GlobalParam[19]: -4.777126565621197e-7
GlobalParam[20]: -8.87424415573019e-7
GlobalParam[21]: -4.019096084428205e-7
GlobalParam[22]: 1.2224520268770293e-6
GlobalParam[23]: -2.886997551212743e-7
GlobalParam[24]: -2.8028772305990485e-7
GlobalParam[25]: 3.2783170879151237e-7
GlobalParam[26]: 1.401312979436943e-7
GlobalParam[27]: -1.42072387380487e-6
GlobalParam[28]: 8.803021841647776e-7
GlobalParam[29]: 6.362626227950508e-7
GlobalParam[30]: -2.3537224904734758e-7
24.run 1.0000000000000098
GlobalParam[1]: 8.115793435073828e-8
GlobalParam[2]: -2.6414681116920734e-7
GlobalParam[3]: 4.202017215232526e-7
GlobalParam[4]: -8.968360508507757e-8
GlobalParam[5]: 4.3841676306216273e-7
GlobalParam[6]: -4.8231561859168653e-8
GlobalParam[7]: -2.3343414135771327e-8
GlobalParam[8]: 4.3766534178678796e-7
GlobalParam[9]: 1.1591810896878708e-6
GlobalParam[10]: -8.613386931080375e-8
GlobalParam[11]: 2.495654974977783e-7
GlobalParam[12]: -1.7760257129298625e-6
GlobalParam[13]: 1.5920905618415272e-6
GlobalParam[14]: 1.1040326920532252e-6
GlobalParam[15]: -1.3477295504445674e-7
GlobalParam[16]: 2.4239012161021996e-9
GlobalParam[17]: 2.5685501709701726e-7
GlobalParam[18]: 5.29004500104779e-8
GlobalParam[19]: 4.172255316568078e-7
GlobalParam[20]: 2.8701796215041707e-7
GlobalParam[21]: -1.2565790346282578e-7
GlobalParam[22]: 1.4783671030633715e-7
GlobalParam[23]: -3.266152485385063e-7
GlobalParam[24]: -4.785398559258534e-7
GlobalParam[25]: 3.176957012688689e-7
GlobalParam[26]: -3.527146844559568e-7
GlobalParam[27]: 9.41713167762565e-7
GlobalParam[28]: -1.01489804778025e-6
GlobalParam[29]: -1.0020484102068295e-7
GlobalParam[30]: 2.8560086211706956e-7
25.run 1.0000000000000029
GlobalParam[1]: 6.154719133216493e-7
GlobalParam[2]: 1.959359217194093e-7
GlobalParam[3]: 1.775257651387285e-7
GlobalParam[4]: -1.2688887149469241e-7
GlobalParam[5]: 9.139612867451264e-7
GlobalParam[6]: -1.065169149841951e-6
GlobalParam[7]: 8.815309792905156e-7
GlobalParam[8]: 1.965647874780762e-7
GlobalParam[9]: 3.8551781558987913e-7
GlobalParam[10]: 2.8386245488944506e-7
GlobalParam[11]: 1.0871197768574206e-6
GlobalParam[12]: 8.724562418145919e-7
GlobalParam[13]: -6.76100756600786e-8
GlobalParam[14]: 7.343396179764993e-7
GlobalParam[15]: 2.1820103138239505e-8
GlobalParam[16]: 3.2419999153441667e-7
GlobalParam[17]: -8.162576945800956e-7
GlobalParam[18]: 5.12796932118028e-7
GlobalParam[19]: -2.4155138808162327e-7
GlobalParam[20]: 7.351686746538629e-7
GlobalParam[21]: 7.582477918349059e-7
GlobalParam[22]: -3.515908963472642e-7
GlobalParam[23]: -8.122864930664515e-7
GlobalParam[24]: 1.2384449756312448e-6
GlobalParam[25]: -6.660962318095244e-7
GlobalParam[26]: 3.5122848618914517e-7
GlobalParam[27]: -1.7218245269361285e-6
GlobalParam[28]: 1.001382547041888e-6
GlobalParam[29]: -1.1371815427920034e-8
GlobalParam[30]: 3.360503410903795e-7
26.run 1.0000000000000038
GlobalParam[1]: 1.2663485452407402e-6
GlobalParam[2]: -2.0753864334778984e-8
GlobalParam[3]: -5.5052640140894456e-8
GlobalParam[4]: -2.7937506971770384e-7
GlobalParam[5]: 5.271731720888134e-6
GlobalParam[6]: -2.627419517343537e-6
GlobalParam[7]: 1.0362559841745186e-6
GlobalParam[8]: -6.640545246901294e-7
GlobalParam[9]: 1.547512746865336e-7
GlobalParam[10]: -8.772607453015288e-7
GlobalParam[11]: 5.058769413180196e-7
GlobalParam[12]: 4.5136067288079705e-7
GlobalParam[13]: -2.5768120579238026e-7
GlobalParam[14]: 2.994154444482301e-8
GlobalParam[15]: -2.927972435861057e-6
GlobalParam[16]: 7.904545819733929e-7
GlobalParam[17]: -3.2435150723129863e-7
GlobalParam[18]: -3.3213557029016705e-8
GlobalParam[19]: 1.331278079169885e-6
GlobalParam[20]: -3.4469456775400114e-7
GlobalParam[21]: 1.8502207926766085e-7
GlobalParam[22]: -2.803643411590832e-7
GlobalParam[23]: 5.847867832706634e-7
GlobalParam[24]: -2.6963772337982447e-7
GlobalParam[25]: 2.722271813601535e-7
GlobalParam[26]: 9.338034850237643e-7
GlobalParam[27]: 1.5538149545770235e-6
GlobalParam[28]: -3.544160460473224e-8
GlobalParam[29]: 3.658801023429452e-7
GlobalParam[30]: 4.1735405940489935e-7
27.run 1.0000000000000135
GlobalParam[1]: 5.987979579601154e-7
GlobalParam[2]: 5.248032198218828e-8
GlobalParam[3]: 2.216369062323646e-7
GlobalParam[4]: 1.5852381357939047e-7
GlobalParam[5]: -4.7037694215273844e-7
GlobalParam[6]: 4.052263501676998e-7
GlobalParam[7]: -1.3029452478631801e-6
GlobalParam[8]: 5.432662433319012e-7
GlobalParam[9]: 1.3287987956428955e-6
GlobalParam[10]: -3.8682330618463047e-7
GlobalParam[11]: 6.939588118184509e-7
GlobalParam[12]: 6.472755957480154e-8
GlobalParam[13]: -5.918522119752438e-7
GlobalParam[14]: 2.2107496627297036e-7
GlobalParam[15]: 5.8957995091275396e-8
GlobalParam[16]: 1.1433879632296056e-7
GlobalParam[17]: -5.501215050451268e-7
GlobalParam[18]: -5.81746888885144e-7
GlobalParam[19]: -2.2309731929117662e-8
GlobalParam[20]: -4.3734950048115666e-7
GlobalParam[21]: 9.812341301661253e-7
GlobalParam[22]: 2.275644926145875e-8
GlobalParam[23]: -2.3790364746848638e-7
GlobalParam[24]: 7.731911031619418e-8
GlobalParam[25]: 4.7201365078182524e-7
GlobalParam[26]: 4.309625955576737e-7
GlobalParam[27]: -4.885003580399472e-7
GlobalParam[28]: -1.29194975872138e-7
GlobalParam[29]: 1.7548366454164632e-7
GlobalParam[30]: 3.6861965587805616e-7
28.run 1.000000000000002
GlobalParam[1]: -4.3808138173472336e-7
GlobalParam[2]: -1.3299744190264567e-6
GlobalParam[3]: -6.695857718552429e-8
GlobalParam[4]: 6.657288825107394e-7
GlobalParam[5]: -4.2477607912296747e-7
GlobalParam[6]: 5.592219698964379e-7
GlobalParam[7]: -5.795486491199296e-7
GlobalParam[8]: 1.8682254706875176e-7
GlobalParam[9]: 2.1708504566896742e-7
GlobalParam[10]: 5.2965873799798514e-8
GlobalParam[11]: -9.18091938335757e-7
GlobalParam[12]: 4.428061324783551e-7
GlobalParam[13]: 8.000492423559543e-7
GlobalParam[14]: 4.6598734620857584e-7
GlobalParam[15]: -1.615813634491136e-6
GlobalParam[16]: -7.883872363238247e-8
GlobalParam[17]: 2.188366710297125e-7
GlobalParam[18]: 6.972243641125272e-7
GlobalParam[19]: 1.196318726426558e-6
GlobalParam[20]: -2.5053892375841237e-8
GlobalParam[21]: -1.668138564802516e-7
GlobalParam[22]: -1.1101495316443684e-7
GlobalParam[23]: 6.030987575082865e-8
GlobalParam[24]: 1.898964657993914e-6
GlobalParam[25]: -9.338709071423389e-7
GlobalParam[26]: -1.4486937777973322e-6
GlobalParam[27]: -1.0055166713654038e-7
GlobalParam[28]: -1.1000930378133216e-6
GlobalParam[29]: -4.650293003179247e-7
GlobalParam[30]: -4.363507682764459e-7
29.run 1.0000000000000044
GlobalParam[1]: -2.7452755107228343e-7
GlobalParam[2]: 2.131308869082417e-7
GlobalParam[3]: -9.284271122656892e-7
GlobalParam[4]: 4.419978470804153e-7
GlobalParam[5]: -6.08040326499872e-7
GlobalParam[6]: -5.523543233761432e-7
GlobalParam[7]: -1.2411637332526518e-6
GlobalParam[8]: -1.3383876374172536e-7
GlobalParam[9]: 7.030337258788883e-7
GlobalParam[10]: -6.149561614550809e-7
GlobalParam[11]: 1.2623039616287575e-7
GlobalParam[12]: -5.09467197472662e-7
GlobalParam[13]: -5.284289983874179e-7
GlobalParam[14]: 1.7062583500669444e-8
GlobalParam[15]: -6.829844955050487e-7
GlobalParam[16]: 2.3160297691662584e-7
GlobalParam[17]: 8.815589599316973e-7
GlobalParam[18]: -9.217933063673134e-7
GlobalParam[19]: -2.1678054732578712e-7
GlobalParam[20]: -4.517506522243191e-7
GlobalParam[21]: -5.545710603964205e-7
GlobalParam[22]: 3.405802078092621e-7
GlobalParam[23]: -3.794488562910078e-7
GlobalParam[24]: 9.555453079092548e-8
GlobalParam[25]: -1.119705002051631e-6
GlobalParam[26]: -2.117795636645141e-6
GlobalParam[27]: -6.199180208074882e-7
GlobalParam[28]: 2.1362633422706495e-7
GlobalParam[29]: 6.676865177681304e-7
GlobalParam[30]: -3.1095215313623735e-7
30.run 1.0000000000000036
Means of 30 runs: 1.000000000000006
